ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,income_to_loan_ratio,total_income,loan_term_years,emi,balance_income,loan_to_income_ratio,applicant_income_share,Gender,Married,Dependents,Education,Self_Employed,Property_Area
-1.3760788887883937,0.3142003464038698,0.4705663500476089,0.0,0.0,-2.038775897994699,0.8599592801867221,0.5458552352086232,-1.0820096218449575,-1.1073613984951114,0.0,0.4677374580863962,-1.198381337820142,3.719497686148456,-1.591237467237622,-2.2885122100598942,0.7085483867221283,1.171590190358594,-0.5270462766947298,-0.41018772318777197,1.2170681089994027
0.4727974328571552,-0.8583212237019568,-0.17571307179325496,0.0,0.0,0.5568085043851175,-1.089202623230203,-0.01711521470332452,-0.23703368406941663,-0.09161988552280241,0.0,-0.17233422325072625,-0.2548882142846067,0.03676115044414678,0.9658970689482134,0.4369651145421804,-1.4113362174546458,-0.8016143407716696,-0.5270462766947298,-0.41018772318777197,1.2170681089994027
-0.7487594121754888,-0.8583212237019568,-0.7702901398868497,0.0,0.0,-0.7059126682216159,-1.089202623230203,-0.702889165302947,-0.6547475580996573,-1.2501142597777062,0.0,-0.7778074353263824,-1.2674996550195425,1.202625599960996,0.9658970681753027,0.4369651145421804,0.7085483867221283,0.1849879247934622,-0.5270462766947298,2.4379081661160034,-0.055321277681790994
0.9839160044415655,-0.8583212237019568,-0.9598654369601698,0.0,0.0,0.9010146495455295,-1.089202623230203,-0.9752982990950655,1.4456148667139463,0.3931123577334809,0.0,-0.9680990162644459,0.5112667879835687,-1.660025199177461,0.965897069080357,0.4369651145421804,-1.4113362174546458,-0.8016143407716696,-0.5270462766947298,2.4379081661160034,-0.055321277681790994
0.35659652782866064,0.4768947269448696,0.6084392933736599,0.0,0.0,0.46840941891020715,0.8935319445892199,0.6494356234459668,-0.12515105326746587,0.6382237266939802,0.0,0.6061313351322607,0.6681410171640628,-0.17923260037203917,-0.26497872493536423,0.4369651145421804,0.7085483867221283,-0.8016143407716696,-0.5270462766947298,-0.41018772318777197,-1.3277106643629848
0.46452690580886374,-0.8583212237019568,-0.029223069509325825,0.0,0.0,0.5506586096079796,-1.089202623230203,0.12362775526776353,-0.1960323415718755,-0.09946344932953839,0.0,-0.03394034620486176,-0.0812963438722598,-0.04580060990538557,0.9658970689456142,0.4369651145421804,0.7085483867221283,-0.8016143407716696,-0.5270462766947298,-0.41018772318777197,-1.3277106643629848
-0.8260888400770136,-0.13087163714507236,-0.735821904055337,0.0,0.0,-0.8258040732388437,0.7366408106730884,-0.6567702697341834,-0.2853420323096421,-0.8657796332476433,0.0,-0.7432089660649165,-0.8568169722316511,0.13961372437299077,-0.3683869731227311,0.4369651145421804,0.7085483867221283,1.171590190358594,-0.5270462766947298,-0.41018772318777197,-0.055321277681790994
-0.23681378788624935,-0.8583212237019568,-0.3049689561614277,0.0,0.0,-0.06669581893943533,-1.089202623230203,-0.14916333468395276,-0.52205600632108,-0.7645976601407491,0.0,-0.31072810029659037,-0.7773496388915137,0.7523562363156167,0.9658970686337139,0.4369651145421804,-1.4113362174546458,-0.8016143407716696,-0.5270462766947298,-0.41018772318777197,-0.055321277681790994
-0.6412425605477002,0.2506186344683066,0.0052451663221869125,0.0,0.0,-0.5514970285156694,0.8455548678896615,0.15547905179994692,-0.4688054202876622,-0.45046292968097335,0.0,0.0006581230566041822,-0.4608383215103562,0.5961107899759822,-0.631548046017417,0.4369651145421804,0.7085483867221283,0.1849879247934622,-0.5270462766947298,-0.41018772318777197,-0.055321277681790994
-0.5399286042061302,0.700054068836356,0.5739710575421472,0.0,0.0,-0.417220075218335,0.933467036716031,0.6239913557496989,-0.5132057645635637,-0.07161879781562568,0.0,0.5715328658707944,-0.09234778197239914,0.7255211307720981,-0.9114178853637187,0.4369651145421804,0.7085483867221283,0.1849879247934622,-0.5270462766947298,-0.41018772318777197,-0.055321277681790994
-0.39602143356585934,0.18142677147960554,-0.5117783711505042,0.0,0.0,-0.2422580029212828,0.8289099692249657,-0.37836376863914006,0.07677815902891928,-0.2614330419386363,0.0,-0.5183189158653871,-0.22257680621547465,-0.5053368911496244,-0.39858091694389586,0.4369651145421804,-1.4113362174546458,-0.8016143407716696,1.8973665961010275,-0.41018772318777197,-0.055321277681790994
-0.8008637325797248,0.10288465673567455,0.8669510621100054,0.0,0.0,-0.7858086047737705,0.8086182293058177,0.831480091343777,-0.9582409957637263,-0.694789942260799,0.0,0.8656198545932563,-0.7819387952168547,2.740282999332594,-0.6188337121461169,0.4369651145421804,-1.4113362174546458,0.1849879247934622,1.8973665961010275,2.4379081661160034,-0.055321277681790994
0.6936205050465363,-0.23497110668663165,0.8152487083627363,0.0,0.0,0.7136733577641329,0.6967549772924508,0.7962492110750589,-0.30355621445861275,0.509981458453847,0.0,0.8137221507010574,0.5162773980172207,0.18006927415099405,0.3658072286149501,0.4369651145421804,0.7085483867221283,1.171590190358594,1.8973665961010275,2.4379081661160034,-1.3277106643629848
-0.8707496861377874,1.3234041858516812,-0.42560778157172235,0.0,0.0,-0.898877339236406,1.0204177431838852,-0.27996415048394796,0.22521123734989304,0.006816840251734087,0.0,-0.17233422325072625,-0.2548882142846067,-0.7044374100740406,-1.5761720331118998,0.4369651145421804,0.7085483867221283,-0.8016143407716696,-0.5270462766947298,-0.41018772318777197,1.2170681089994027
-0.45680980737080135,0.13280546235241017,-0.17571307179325496,0.0,0.0,-0.31409575844973764,0.8165373610691041,-0.01711521470332452,-0.23703368406941663,-0.349673134764416,0.0,-0.17233422325072625,-0.2548882142846067,0.03676115044414678,-0.39115102099977467,0.4369651145421804,0.7085483867221283,1.171590190358594,1.8973665961010275,-0.41018772318777197,-1.3277106643629848
